image_url,Es,En,en_2,hex_cod,RGB
https://placehold.co/300x300/177245/ffffff?text=,Verde primavera oscuro,Dark Spring Green,dark_spring_green,#177245,"23,114,69"
https://placehold.co/300x300/18453b/ffffff?text=,Verde Msu,Msu Green,msu_green,#18453b,"24,69,59"
https://placehold.co/300x300/195905/ffffff?text=,Verde Lincoln,Lincoln Green,lincoln_green,#195905,"25,89,5"
https://placehold.co/300x300/1a2421/ffffff?text=,Verde selva oscuro,Dark Jungle Green,dark_jungle_green,#1a2421,"26,36,33"
https://placehold.co/300x300/1c352d/ffffff?text=,Verde Jungla Medio,Medium Jungle Green,medium_jungle_green,#1c352d,"28,53,45"
https://placehold.co/300x300/1cac78/ffffff?text=,Verde (Crayola),Green (Crayola),green_crayola,#1cac78,"28,172,120"
https://placehold.co/300x300/1e4d2b/ffffff?text=,Verde Gendarmeria,Cal Poly Green,cal_poly_green,#1e4d2b,"30,77,43"
https://placehold.co/300x300/20b2aa/ffffff?text=,Verde Mar Claro,Light Sea Green,light_sea_green,#20b2aa,"32,178,170"
https://placehold.co/300x300/228b22/ffffff?text=,Verde bosque (web),Forest Green (Web),forest_green_web,#228b22,"34,139,34"
https://placehold.co/300x300/29ab87/ffffff?text=,Verde Jungla,Jungle Green,jungle_green,#29ab87,"41,171,135"
https://placehold.co/300x300/2a8000/ffffff?text=,Verde Napier,Napier Green,napier_green,#2a8000,"42,128,0"
https://placehold.co/300x300/2e8b57/ffffff?text=,Verde mar,Sea Green,sea_green,#2e8b57,"46,139,87"
https://placehold.co/300x300/2f847c/ffffff?text=,Verde Celadon,Celadon Green,celadon_green,#2f847c,"47,132,124"
https://placehold.co/300x300/32cd32/ffffff?text=,Verde Lima,Lime Green,lime_green,#32cd32,"50,205,50"
https://placehold.co/300x300/355e3b/ffffff?text=,Verde cazador,Hunter Green,hunter_green,#355e3b,"53,94,59"
https://placehold.co/300x300/39ff14/ffffff?text=,Verde Neón,Neon Green,neon_green,#39ff14,"57,255,20"
https://placehold.co/300x300/3cb371/ffffff?text=,Verde Mar Medio,Medium Sea Green,medium_sea_green,#3cb371,"60,179,113"
https://placehold.co/300x300/3cd070/ffffff?text=,Verde OVNI,Ufo Green,ufo_green,#3cd070,"60,208,112"
https://placehold.co/300x300/414833/ffffff?text=,Verde Rifle,Rifle Green,rifle_green,#414833,"65,72,51"
https://placehold.co/300x300/49796b/ffffff?text=,Hooker's Verde,Hooker'S Green,hooker_s_green,#49796b,"73,121,107"
https://placehold.co/300x300/4b5320/ffffff?text=,Verde Militar,Army Green,army_green,#4b5320,"75,83,32"
https://placehold.co/300x300/4cbb17/ffffff?text=,Verde Kelly,Kelly Green,kelly_green,#4cbb17,"76,187,23"
https://placehold.co/300x300/4f7942/ffffff?text=,Verde helecho,Fern Green,fern_green,#4f7942,"79,121,66"
https://placehold.co/300x300/507d2a/ffffff?text=,Verde savia,Sap Green,sap_green,#507d2a,"80,125,42"
https://placehold.co/300x300/50c878/ffffff?text=,Verde París,Paris Green,paris_green,#50c878,"80,200,120"
https://placehold.co/300x300/556b2f/ffffff?text=,Verde oliva oscuro,Dark Olive Green,dark_olive_green,#556b2f,"85,107,47"
https://placehold.co/300x300/66b032/ffffff?text=,Verde (Ryb),Green (Ryb),green_ryb,#66b032,"102,176,50"
https://placehold.co/300x300/6f0/ffffff?text=,Verde brillante,Bright Green,bright_green,#6f0,"102,255,0"
https://placehold.co/300x300/76ff7a/ffffff?text=,Verde chillón,Screamin' Green,screamin_green,#76ff7a,"118,255,122"
https://placehold.co/300x300/78866b/ffffff?text=,Verde Camuflaje,Camouflage Green,camouflage_green,#78866b,"120,134,107"
https://placehold.co/300x300/7cfc00/ffffff?text=,Lavanda Verde,Lawn Green,lawn_green,#7cfc00,"124,252,0"
https://placehold.co/300x300/7d7/ffffff?text=,Verde Pastel,Pastel Green,pastel_green,#7d7,"119,221,119"
https://placehold.co/300x300/8db600/ffffff?text=,Verde Manzana,Apple Green,apple_green,#8db600,"141,182,0"
https://placehold.co/300x300/8fbc8f/ffffff?text=,Verde mar oscuro,Dark Sea Green,dark_sea_green,#8fbc8f,"143,188,143"
https://placehold.co/300x300/90ee90/ffffff?text=,Verde Claro,Light Green,light_green,#90ee90,"144,238,144"
https://placehold.co/300x300/98fb98/ffffff?text=,Verde Pálido,Pale Green,pale_green,#98fb98,"152,251,152"
https://placehold.co/300x300/98ff98/ffffff?text=,Verde Menta,Mint Green,mint_green,#98ff98,"152,255,152"
https://placehold.co/300x300/9acd32/ffffff?text=,Amarillo Verdoso,Yellow-Green,yellow_green,#9acd32,"154,205,50"
https://placehold.co/300x300/a0d6b4/ffffff?text=,Verde turquesa,Turquoise Green,turquoise_green,#a0d6b4,"160,214,180"
https://placehold.co/300x300/a4c639/ffffff?text=,Verde Androide,Android Green,android_green,#a4c639,"164,198,57"
https://placehold.co/300x300/a9ba9d/ffffff?text=,Verde Laurel,Laurel Green,laurel_green,#a9ba9d,"169,186,157"
https://placehold.co/300x300/addfad/ffffff?text=,Verde Musgo,Moss Green,moss_green,#addfad,"173,223,173"
https://placehold.co/300x300/adff2f/ffffff?text=,Verde-Amarillo,Green-Yellow,green_yellow,#adff2f,"173,255,47"
https://placehold.co/300x300/d0f0c0/ffffff?text=,Verde té,Tea Green,tea_green,#d0f0c0,"208,240,192"
