image_url,Es,En,en_2,hex_cod,RGB
https://placehold.co/300x300/a40000/ffffff?text=,Rojo manzana caramelo oscuro,Dark Candy Apple Red,dark_candy_apple_red,#a40000,"164,0,0"
https://placehold.co/300x300/a9a9a9/ffffff?text=,Gris oscuro,Dark Gray,dark_gray,#a9a9a9,"169,169,169"
https://placehold.co/300x300/b8860b/ffffff?text=,Vara de oro oscuro,Dark Goldenrod,dark_goldenrod,#b8860b,"184,134,11"
https://placehold.co/300x300/bdb76b/ffffff?text=,Caqui oscuro,Dark Khaki,dark_khaki,#bdb76b,"189,183,107"
https://placehold.co/300x300/c23b22/ffffff?text=,Rojo pastel oscuro,Dark Pastel Red,dark_pastel_red,#c23b22,"194,59,34"
https://placehold.co/300x300/cc4e5c/ffffff?text=,Terracota oscuro,Dark Terra Cotta,dark_terra_cotta,#cc4e5c,"204,78,92"
https://placehold.co/300x300/cd5b45/ffffff?text=,Coral oscuro,Dark Coral,dark_coral,#cd5b45,"205,91,69"
https://placehold.co/300x300/e75480/ffffff?text=,Rosa oscuro,Dark Pink,dark_pink,#e75480,"231,84,128"
https://placehold.co/300x300/e9967a/ffffff?text=,Oscuro Salmón,Dark Salmon,dark_salmon,#e9967a,"233,150,122"
https://placehold.co/300x300/ff8c00/ffffff?text=,Naranja oscuro,Dark Orange,dark_orange,#ff8c00,"255,140,0"
https://placehold.co/300x300/ffa812/ffffff?text=,Mandarina oscuro,Dark Tangerine,dark_tangerine,#ffa812,"255,168,18"
