image_url,Es,En,en_2,hex_cod,RGB
https://placehold.co/300x300/00ffef/ffffff?text=,Azul turquesa,Turquoise Blue,turquoise_blue,#00ffef,"0,255,239"
https://placehold.co/300x300/0247fe/ffffff?text=,Azul (Ryb),Blue (Ryb),blue_ryb,#0247fe,"2,71,254"
https://placehold.co/300x300/035096/ffffff?text=,Azul Eléctrico Medio,Medium Electric Blue,medium_electric_blue,#035096,"3,80,150"
https://placehold.co/300x300/036/ffffff?text=,Azul medianoche oscuro,Dark Midnight Blue,dark_midnight_blue,#036,"0,51,102"
https://placehold.co/300x300/039/ffffff?text=,Azul empolvado oscuro,Dark Powder Blue,dark_powder_blue,#039,"0,51,153"
https://placehold.co/300x300/039/ffffff?text=,Esmalte (Azul oscuro polvoriento),Smalt (Dark Powder Blue),smalt_dark_powder_blue,#039,"0,51,153"
https://placehold.co/300x300/03a/ffffff?text=,Azul UA,Ua Blue,ua_blue,#03a,"0,51,170"
https://placehold.co/300x300/062a78/ffffff?text=,Azul Catalina,Catalina Blue,catalina_blue,#062a78,"6,42,120"
https://placehold.co/300x300/0892d0/ffffff?text=,Azul Eléctrico Intenso,Rich Electric Blue,rich_electric_blue,#0892d0,"8,146,208"
https://placehold.co/300x300/0abab5/ffffff?text=,Azul Tiffany,Tiffany Blue,tiffany_blue,#0abab5,"10,186,181"
https://placehold.co/300x300/0cc/ffffff?text=,Azul Huevo de Petirrojo,Robin Egg Blue,robin_egg_blue,#0cc,"0,204,204"
https://placehold.co/300x300/0d98ba/ffffff?text=,Azul Verde,Blue-Green,blue_green,#0d98ba,"13,152,186"
https://placehold.co/300x300/0f4d92/ffffff?text=,Yale Blue,Yale Blue,yale_blue,#0f4d92,"15,77,146"
https://placehold.co/300x300/1034a6/ffffff?text=,Egyptian Blue,Egyptian Blue,egyptian_blue,#1034a6,"16,52,166"
https://placehold.co/300x300/126180/ffffff?text=,Azul Zafiro,Blue Sapphire,blue_sapphire,#126180,"18,97,128"
https://placehold.co/300x300/191970/ffffff?text=,Azul Medianoche,Midnight Blue,midnight_blue,#191970,"25,25,112"
https://placehold.co/300x300/1c39bb/ffffff?text=,Azul Persa,Persian Blue,persian_blue,#1c39bb,"28,57,187"
https://placehold.co/300x300/1e90ff/ffffff?text=,Azul Dodger,Dodger Blue,dodger_blue,#1e90ff,"30,144,255"
https://placehold.co/300x300/1f75fe/ffffff?text=,Azul Crayola,Blue (Crayola),blue_crayola,#1f75fe,"31,117,254"
https://placehold.co/300x300/273be2/ffffff?text=,Palatinado Azul,Palatinate Blue,palatinate_blue,#273be2,"39,59,226"
https://placehold.co/300x300/2a52be/ffffff?text=,Azul Cerúleo,Cerulean Blue,cerulean_blue,#2a52be,"42,82,190"
https://placehold.co/300x300/324ab2/ffffff?text=,Azul Violeta,Violet-Blue,violet_blue,#324ab2,"50,74,178"
https://placehold.co/300x300/339/ffffff?text=,Azul (Pigmento),Blue (Pigment),blue_pigment,#339,"51,51,153"
https://placehold.co/300x300/367588/ffffff?text=,Azul azulado,Teal Blue,teal_blue,#367588,"54,117,136"
https://placehold.co/300x300/4166f5/ffffff?text=,Azul Ultramarino,Ultramarine Blue,ultramarine_blue,#4166f5,"65,102,245"
https://placehold.co/300x300/4169e1/ffffff?text=,Azul Real (Web),Royal Blue (Web),royal_blue_web,#4169e1,"65,105,225"
https://placehold.co/300x300/417dc1/ffffff?text=,Azul mechones,Tufts Blue,tufts_blue,#417dc1,"65,125,193"
https://placehold.co/300x300/446ccf/ffffff?text=,Azul Han,Han Blue,han_blue,#446ccf,"68,108,207"
https://placehold.co/300x300/4682b4/ffffff?text=,Azul Metalico,Steel Blue,steel_blue,#4682b4,"70,130,180"
https://placehold.co/300x300/483d8b/ffffff?text=,Azul pizarra oscuro,Dark Slate Blue,dark_slate_blue,#483d8b,"72,61,139"
https://placehold.co/300x300/4997d0/ffffff?text=,Azul Celestial,Celestial Blue,celestial_blue,#4997d0,"73,151,208"
https://placehold.co/300x300/536878/ffffff?text=,Azul eléctrico oscuro,Dark Electric Blue,dark_electric_blue,#536878,"83,104,120"
https://placehold.co/300x300/536895/ffffff?text=,Azul UCLA,Ucla Blue,ucla_blue,#536895,"83,104,149"
https://placehold.co/300x300/5b92e5/ffffff?text=,Azul Naciones Unidas,United Nations Blue,united_nations_blue,#5b92e5,"91,146,229"
https://placehold.co/300x300/6050dc/ffffff?text=,Azul Majorelle,Majorelle Blue,majorelle_blue,#6050dc,"96,80,220"
https://placehold.co/300x300/6495ed/ffffff?text=,Azul aciano,Cornflower Blue,cornflower_blue,#6495ed,"100,149,237"
https://placehold.co/300x300/69c/ffffff?text=,Gris Azul,Blue Gray,blue_gray,#69c,"102,153,204"
https://placehold.co/300x300/6a5acd/ffffff?text=,Azul pizarra,Slate Blue,slate_blue,#6a5acd,"106,90,205"
https://placehold.co/300x300/6ca0dc/ffffff?text=,Azul Niño Pequeño,Little Boy Blue,little_boy_blue,#6ca0dc,"108,160,220"
https://placehold.co/300x300/73a9c2/ffffff?text=,Azul Piedra Lunar,Moonstone Blue,moonstone_blue,#73a9c2,"115,169,194"
https://placehold.co/300x300/73c2fb/ffffff?text=,Azul Maya,Maya Blue,maya_blue,#73c2fb,"115,194,251"
https://placehold.co/300x300/779ecb/ffffff?text=,Azul pastel oscuro,Dark Pastel Blue,dark_pastel_blue,#779ecb,"119,158,203"
https://placehold.co/300x300/7b68ee/ffffff?text=,Azul Pizarra Medio,Medium Slate Blue,medium_slate_blue,#7b68ee,"123,104,238"
https://placehold.co/300x300/7df9ff/ffffff?text=,Electric Blue,Electric Blue,electric_blue,#7df9ff,"125,249,255"
https://placehold.co/300x300/87ceeb/ffffff?text=,Azul cielo,Sky Blue,sky_blue,#87ceeb,"135,206,235"
https://placehold.co/300x300/87cefa/ffffff?text=,Azul Cielo Claro,Light Sky Blue,light_sky_blue,#87cefa,"135,206,250"
https://placehold.co/300x300/89cff0/ffffff?text=,Azul Bebé,Baby Blue,baby_blue,#89cff0,"137,207,240"
https://placehold.co/300x300/8a2be2/ffffff?text=,Azul Violeta,Blue-Violet,blue_violet,#8a2be2,"138,43,226"
https://placehold.co/300x300/93ccea/ffffff?text=,Azul Aciano Claro,Light Cornflower Blue,light_cornflower_blue,#93ccea,"147,204,234"
https://placehold.co/300x300/96c8a2/ffffff?text=,Azul Eton,Eton Blue,eton_blue,#96c8a2,"150,200,162"
https://placehold.co/300x300/96ded1/ffffff?text=,Azul Huevo de Petirrojo Pálido,Pale Robin Egg Blue,pale_robin_egg_blue,#96ded1,"150,222,209"
https://placehold.co/300x300/99badd/ffffff?text=,Azul Carolina,Carolina Blue,carolina_blue,#99badd,"153,186,221"
https://placehold.co/300x300/9bddff/ffffff?text=,Azul Columbia,Columbia Blue,columbia_blue,#9bddff,"155,221,255"
https://placehold.co/300x300/a2a2d0/ffffff?text=,Azul Campana,Blue Bell,blue_bell,#a2a2d0,"162,162,208"
https://placehold.co/300x300/a2add0/ffffff?text=,Azul salvaje,Wild Blue Yonder,wild_blue_yonder,#a2add0,"162,173,208"
https://placehold.co/300x300/a4dded/ffffff?text=,Azul No Fotográfico,Non-Photo Blue,non_photo_blue,#a4dded,"164,221,237"
https://placehold.co/300x300/abcdef/ffffff?text=,Azul Aciano Pálido,Pale Cornflower Blue,pale_cornflower_blue,#abcdef,"171,205,239"
https://placehold.co/300x300/ace5ee/ffffff?text=,Azul Ventisca,Blizzard Blue,blizzard_blue,#ace5ee,"172,229,238"
https://placehold.co/300x300/add8e6/ffffff?text=,Azul Claro,Light Blue,light_blue,#add8e6,"173,216,230"
https://placehold.co/300x300/aec6cf/ffffff?text=,Azul Pastel,Pastel Blue,pastel_blue,#aec6cf,"174,198,207"
https://placehold.co/300x300/afeeee/ffffff?text=,Azul Pálido,Pale Blue,pale_blue,#afeeee,"175,238,238"
https://placehold.co/300x300/b0e0e6/ffffff?text=,Azul Empolvado (Telaraña),Powder Blue (Web),powder_blue_web,#b0e0e6,"176,224,230"
https://placehold.co/300x300/bcd4e6/ffffff?text=,Azul Beau,Beau Blue,beau_blue,#bcd4e6,"188,212,230"
https://placehold.co/300x300/ccf/ffffff?text=,Azul Lavanda,Lavender Blue,lavender_blue,#ccf,"204,204,255"
https://placehold.co/300x300/f0f8ff/ffffff?text=,Azul Alicia,Alice Blue,alice_blue,#f0f8ff,"240,248,255"
