image_url,Es,En,en_2,hex_cod,RGB
https://placehold.co/300x300/f984ef/ffffff?text=,Rosa Fucsia Claro,Light Fuchsia Pink,light_fuchsia_pink,#f984ef,"249,132,239"
https://placehold.co/300x300/f99/ffffff?text=,Rosa Salmón Claro,Light Salmon Pink,light_salmon_pink,#f99,"255,153,153"
https://placehold.co/300x300/fadadd/ffffff?text=,Rosa Pálido,Pale Pink,pale_pink,#fadadd,"250,218,221"
https://placehold.co/300x300/fb607f/ffffff?text=,Rosa borde,Brink Pink,brink_pink,#fb607f,"251,96,127"
https://placehold.co/300x300/fbaed2/ffffff?text=,Lavanda Rosa,Lavender Pink,lavender_pink,#fbaed2,"251,174,210"
https://placehold.co/300x300/fc0fc0/ffffff?text=,Rosa impactante,Shocking Pink,shocking_pink,#fc0fc0,"252,15,192"
https://placehold.co/300x300/fc89ac/ffffff?text=,Rosa Tickle Me,Tickle Me Pink,tickle_me_pink,#fc89ac,"252,137,172"
https://placehold.co/300x300/fc8eac/ffffff?text=,Rosa flamenco,Flamingo Pink,flamingo_pink,#fc8eac,"252,142,172"
https://placehold.co/300x300/fddde6/ffffff?text=,Rosa Cerdito,Piggy Pink,piggy_pink,#fddde6,"253,221,230"
https://placehold.co/300x300/ff007f/ffffff?text=,Rosa brillante,Bright Pink,bright_pink,#ff007f,"255,0,127"
https://placehold.co/300x300/ff1493/ffffff?text=,Rosa fluorescente,Fluorescent Pink,fluorescent_pink,#ff1493,"255,20,147"
https://placehold.co/300x300/ff1493/ffffff?text=,Rosa intenso,Deep Pink,deep_pink,#ff1493,"255,20,147"
https://placehold.co/300x300/ff69b4/ffffff?text=,Rosa intenso,Hot Pink,hot_pink,#ff69b4,"255,105,180"
https://placehold.co/300x300/ff6fff/ffffff?text=,Rosa impactante (Crayola),Shocking Pink (Crayola),shocking_pink_crayola,#ff6fff,"255,111,255"
https://placehold.co/300x300/ff6fff/ffffff?text=,Ultrarosa,Ultra Pink,ultra_pink,#ff6fff,"255,111,255"
https://placehold.co/300x300/ff91a4/ffffff?text=,Rosa salmón,Salmon Pink,salmon_pink,#ff91a4,"255,145,164"
https://placehold.co/300x300/ffa6c9/ffffff?text=,Rosa Clavel,Carnation Pink,carnation_pink,#ffa6c9,"255,166,201"
https://placehold.co/300x300/ffb6c1/ffffff?text=,Rosa Claro,Light Pink,light_pink,#ffb6c1,"255,182,193"
https://placehold.co/300x300/ffb7c5/ffffff?text=,Rosa Cereza,Cherry Blossom Pink,cherry_blossom_pink,#ffb7c5,"255,183,197"
https://placehold.co/300x300/ffc0cb/ffffff?text=,Rosa,Pink,pink,#ffc0cb,"255,192,203"
https://placehold.co/300x300/ffddf4/ffffff?text=,Rosa Encaje,Pink Lace,pink_lace,#ffddf4,"255,221,244"
